"Four-Year Graduation Rates, Trend"
"All Districts, High Needs Status"

"",,"Non-Graduates",,,,,,,,,
"",,"Four-Year Still Enrolled Rate by Year",,,,,"Four-Year Other Rate by Year",,,,
"District","High Needs Status","2010-11","2011-12","2012-13","2013-14","2014-15","2010-11","2011-12","2012-13","2013-14","2014-15"
"Amistad Academy District","High Needs","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","High Needs",25.0,"*","*","*","*","*","*","*","*","*"
"Ansonia School District","Non-High Needs",10.7,"*","*","*","*","*","*","*","*","*"
"Avon School District","High Needs","*","*","*","*","*","*","*","*","*","*"
"Avon School District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","High Needs",13.6,"*","*","*","*","*","*","*","*","*"
"Berlin School District","Non-High Needs",3.2,"*","*","*","*","*","*","*","*","*"
"Bethel School District","High Needs","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","High Needs",11.9,"*","*","*","*",21.4,"*","*","*","*"
"Bloomfield School District","Non-High Needs",10.7,"*","*","*","*",8.7,"*","*","*","*"
"Bolton School District","High Needs","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Branford School District","High Needs","*","*","*",9.8,9.4,"*","*","*","*","*"
"Branford School District","Non-High Needs","*","*","*",3.2,3.6,"*","*","*","*","*"
"Bridgeport Achievement First District","High Needs","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Bridgeport Achievement First District","Non-High Needs","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","*"
"Bridgeport School District","High Needs",26.8,"*","*","*","*",12.6,"*","*","*","*"
"Bridgeport School District","Non-High Needs",18.8,"*","*","*","*",22.5,"*","*","*","*"
"Bristol School District","High Needs",22.6,14.4,20.6,14.6,19.8,16.0,11.0,14.1,14.9,"*"
"Bristol School District","Non-High Needs",9.0,3.2,3.3,3.9,3.2,6.2,2.6,3.3,3.4,"*"
"Brookfield School District","High Needs","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Canton School District","High Needs","*","*","*","*","*","*","*","*","*","*"
"Canton School District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","High Needs",12.7,15.9,11.3,10.2,"*","*","*","*","*","*"
"Capitol Region Education Council","Non-High Needs",9.8,11.3,9.6,7.5,"*","*","*","*","*","*"
"Cheshire School District","High Needs","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","High Needs","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","High Needs","*","*","*","*","*","*","*","*","*","*"
"Colchester School District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","High Needs","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","High Needs",10.5,4.5,4.4,3.4,2.5,"*","*","*",1.2,"*"
"Connecticut Technical High School System","Non-High Needs",4.9,2.7,1.6,1.9,1.7,"*","*","*",0.8,"*"
"Coventry School District","High Needs","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","High Needs","*","*","*","*","*","*","*","*","*","*"
"Cromwell School District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Danbury School District","High Needs",20.0,15.7,17.0,16.1,17.6,16.9,19.2,21.1,16.3,"*"
"Danbury School District","Non-High Needs",7.6,5.7,4.2,3.6,3.9,4.6,4.0,2.1,2.9,"*"
"Darien School District","High Needs","*","*","*","*","*","*","*","*","*","*"
"Darien School District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Department of Mental Health and Addiction Services","High Needs","N/A","N/A","*","*","N/A","N/A","N/A","*","*","N/A"
"Derby School District","High Needs",21.4,"*","*","*","*",17.9,"*","*","*","*"
"Derby School District","Non-High Needs",11.6,"*","*","*","*",8.7,"*","*","*","*"
"East Granby School District","High Needs","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","High Needs","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","High Needs","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","High Needs",12.6,16.0,16.2,11.2,"*",12.4,"*","*","*","*"
"East Hartford School District","Non-High Needs",10.3,6.8,6.9,5.8,"*",3.3,"*","*","*","*"
"East Haven School District","High Needs",18.6,25.0,25.2,"*","*","*","*","*","*","*"
"East Haven School District","Non-High Needs",5.4,11.7,9.3,"*","*","*","*","*","*","*"
"East Lyme School District","High Needs","*","*","*","*","*","*","*","*","*","*"
"East Lyme School District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","High Needs","*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","High Needs","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","High Needs","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","High Needs","N/A","*","*","*","*","N/A","*","*","*","*"
"Elm City College Preparatory School District","Non-High Needs","N/A","*","*","*","*","N/A","*","*","*","*"
"Enfield School District","High Needs",21.4,19.3,15.7,17.3,15.6,17.6,11.5,"*",7.5,"*"
"Enfield School District","Non-High Needs",6.1,2.8,3.3,2.8,4.9,5.8,2.5,"*",3.2,"*"
"Explorations District","High Needs","*","*","*","*","*","*","*","*","*","*"
"Explorations District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","High Needs",6.9,7.4,"*",6.5,"*","*",9.3,15.4,"*","*"
"Fairfield School District","Non-High Needs",2.0,1.1,"*",1.3,"*","*",1.3,1.7,"*","*"
"Farmington School District","High Needs",11.5,"*","*","*","*","*","*","*","*","*"
"Farmington School District","Non-High Needs",2.8,"*","*","*","*","*","*","*","*","*"
"Glastonbury School District","High Needs","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Granby School District","High Needs","*","*","*","*","*","*","*","*","*","*"
"Granby School District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","High Needs","*",4.6,"*","*","*",11.8,11.3,"*","*","*"
"Greenwich School District","Non-High Needs","*",2.9,"*","*","*",2.0,1.3,"*","*","*"
"Griswold School District","High Needs",30.0,"*","*","*","*",16.0,"*","*","*","*"
"Griswold School District","Non-High Needs",6.0,"*","*","*","*",4.0,"*","*","*","*"
"Groton School District","High Needs",28.7,20.4,18.2,17.1,"*","*","*","*","*","*"
"Groton School District","Non-High Needs",8.9,9.3,7.3,5.4,"*","*","*","*","*","*"
"Guilford School District","High Needs","*","*",11.9,"*","*","*","*","*","*","*"
"Guilford School District","Non-High Needs","*","*",2.7,"*","*","*","*","*","*","*"
"Hamden School District","High Needs",16.8,13.2,"*","*","*",14.7,11.0,14.2,"*","*"
"Hamden School District","Non-High Needs",5.7,3.6,"*","*","*",3.6,2.8,4.5,"*","*"
"Hartford School District","High Needs",27.0,"*",24.0,"*",19.9,12.0,"*","*","*","*"
"Hartford School District","Non-High Needs",8.8,"*",4.1,"*",5.0,5.4,"*","*","*","*"
"Killingly School District","High Needs",34.7,"*",19.7,"*","*","*","*",15.0,"*","*"
"Killingly School District","Non-High Needs",15.9,"*",6.3,"*","*","*","*",6.3,"*","*"
"Learn","High Needs","N/A","N/A","*","*","*","N/A","N/A","*","*","*"
"Learn","Non-High Needs","N/A","N/A","*","*","*","N/A","N/A","*","*","*"
"Lebanon School District","High Needs","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","High Needs","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","High Needs","*","*","*","*","N/A","*","*","*","*","N/A"
"Lisbon School District","Non-High Needs","N/A","*","*","*","N/A","N/A","*","*","*","N/A"
"Litchfield School District","High Needs","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Madison School District","High Needs","*","*","*","*","*","*","*","*","*","*"
"Madison School District","Non-High Needs","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","High Needs",28.3,22.2,20.4,"*","*",17.4,13.1,"*","*","*"
