"Four-Year Graduation Rates, Trend"
"All Districts, High Needs Status"

"Connecticut Technical High School System","High Needs",89.1,95.3,95.1,95.4,97.0
"Connecticut Technical High School System","Non-High Needs",94.6,97.0,98.1,97.3,98.1
"Coventry School District","High Needs",71.4,69.4,79.1,85.7,78.9
"Coventry School District","Non-High Needs",94.4,94.2,95.8,100.0,100.0
"Cromwell School District","High Needs",71.4,77.6,80.4,67.6,86.5
"Cromwell School District","Non-High Needs",99.3,98.1,97.0,100.0,100.0
"Danbury School District","High Needs",63.1,65.1,61.9,67.5,66.9
"Danbury School District","Non-High Needs",87.8,90.3,93.7,93.5,94.7
"Darien School District","High Needs",87.8,90.4,88.9,85.9,85.1
"Darien School District","Non-High Needs",96.9,97.7,98.5,99.3,98.6
"Department of Mental Health and Addiction Services","High Needs","N/A","N/A","*","*","N/A"
"Derby School District","High Needs",60.7,66.7,51.7,75.8,78.9
"Derby School District","Non-High Needs",79.7,90.0,90.3,91.7,96.2
"East Granby School District","High Needs",85.7,90.9,75.0,54.5,100.0
"East Granby School District","Non-High Needs",97.1,96.0,98.3,98.2,100.0
"East Haddam School District","High Needs",83.3,84.6,84.0,79.4,73.5
"East Haddam School District","Non-High Needs",92.9,94.7,100.0,100.0,97.5
"East Hampton School District","High Needs",75.0,80.6,85.2,80.0,79.3
"East Hampton School District","Non-High Needs",94.1,97.8,99.0,100.0,99.0
"East Hartford School District","High Needs",75.0,71.5,73.5,75.4,86.0
"East Hartford School District","Non-High Needs",86.4,92.5,91.5,89.4,95.1
"East Haven School District","High Needs",70.1,64.0,62.6,71.6,64.5
"East Haven School District","Non-High Needs",92.1,84.0,88.8,94.3,94.4
"East Lyme School District","High Needs",95.6,86.7,77.5,76.6,81.8
"East Lyme School District","Non-High Needs",96.4,97.3,99.2,98.6,99.0
"East Windsor School District","High Needs",73.0,75.7,71.2,84.9,81.3
"East Windsor School District","Non-High Needs",87.5,94.2,95.5,92.9,92.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","High Needs",68.4,73.3,73.0,72.5,74.4
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Non-High Needs",77.5,85.4,84.4,76.9,75.9
"Ellington School District","High Needs",88.5,67.6,79.5,87.8,89.3
"Ellington School District","Non-High Needs",95.5,95.2,95.0,97.4,100.0
"Elm City College Preparatory School District","High Needs","N/A","*","*","*","*"
"Elm City College Preparatory School District","Non-High Needs","N/A","*","*","*","*"
"Enfield School District","High Needs",61.1,69.3,74.4,75.1,76.6
"Enfield School District","Non-High Needs",88.1,94.7,95.6,94.0,94.2
"Explorations District","High Needs",44.4,45.0,55.6,"*",81.3
"Explorations District","Non-High Needs",62.5,87.5,78.6,"*",100.0
"Fairfield School District","High Needs",72.5,83.3,79.1,78.8,81.9
"Fairfield School District","Non-High Needs",97.1,97.5,97.3,98.4,98.3
"Farmington School District","High Needs",80.8,80.0,78.1,81.2,82.7
"Farmington School District","Non-High Needs",97.2,97.5,99.2,98.9,99.6
"Glastonbury School District","High Needs",82.6,81.8,85.9,83.2,91.7
"Glastonbury School District","Non-High Needs",99.1,99.3,99.3,99.6,99.3
"Granby School District","High Needs",89.5,90.0,86.7,78.0,93.3
"Granby School District","Non-High Needs",97.7,98.7,99.4,98.8,98.5
"Greenwich School District","High Needs",83.1,84.0,84.2,87.7,85.9
"Greenwich School District","Non-High Needs",97.6,95.8,98.8,98.3,99.1
"Griswold School District","High Needs",54.0,76.8,76.0,73.0,78.3
"Griswold School District","Non-High Needs",90.0,96.1,95.8,97.5,97.5
"Groton School District","High Needs",63.1,71.6,70.9,77.1,79.9
"Groton School District","Non-High Needs",90.7,90.7,91.6,93.9,96.1
"Guilford School District","High Needs",84.6,90.0,79.7,74.6,82.8
"Guilford School District","Non-High Needs",96.1,99.6,96.8,98.6,98.6
"Hamden School District","High Needs",68.5,75.7,76.7,80.3,80.5
"Hamden School District","Non-High Needs",90.7,93.6,94.2,97.8,98.5
"Hartford School District","High Needs",60.9,62.2,68.3,69.6,67.2
"Hartford School District","Non-High Needs",85.7,97.9,95.9,93.7,94.4
"Killingly School District","High Needs",52.8,65.4,65.4,69.8,60.2
"Killingly School District","Non-High Needs",81.0,91.7,87.5,93.1,95.8
"Learn","High Needs","N/A","N/A",96.7,88.2,88.2
"Learn","Non-High Needs","N/A","N/A",46.2,98.3,90.9
"Lebanon School District","High Needs",78.1,75.9,90.9,85.2,85.2
"Lebanon School District","Non-High Needs",96.1,91.3,94.1,96.2,98.5
"Ledyard School District","High Needs",78.9,78.6,73.7,78.4,82.6
"Ledyard School District","Non-High Needs",93.3,96.2,97.4,98.7,98.6
"Lisbon School District","High Needs","*","*","*","*","N/A"
"Lisbon School District","Non-High Needs","N/A","*","*","*","N/A"
"Litchfield School District","High Needs",76.9,89.5,94.7,77.8,100.0
"Litchfield School District","Non-High Needs",96.3,98.8,100.0,95.0,100.0
"Madison School District","High Needs",78.4,84.5,93.9,89.7,96.4
"Madison School District","Non-High Needs",98.9,99.3,99.6,98.5,99.2
"Manchester School District","High Needs",54.3,64.7,63.3,73.3,73.3
"Manchester School District","Non-High Needs",85.7,87.8,92.1,96.5,96.0
"Meriden School District","High Needs",58.1,61.3,61.6,69.9,69.2
"Meriden School District","Non-High Needs",88.2,90.0,92.6,92.8,90.2
"Middletown School District","High Needs",58.6,64.4,73.5,70.5,82.2
"Middletown School District","Non-High Needs",89.0,89.9,90.9,96.2,96.3
"Milford School District","High Needs",74.2,71.9,67.9,81.9,80.8
"Milford School District","Non-High Needs",92.6,95.7,96.8,97.9,97.2
"Monroe School District","High Needs",78.4,91.7,91.4,90.1,86.9
"Monroe School District","Non-High Needs",99.1,99.7,98.7,98.3,100.0
"Montville School District","High Needs",78.9,71.6,72.6,80.7,83.1
"Montville School District","Non-High Needs",87.2,97.7,96.2,94.5,100.0
"Naugatuck School District","High Needs",70.7,73.9,68.7,75.5,81.4
"Naugatuck School District","Non-High Needs",90.9,94.1,88.5,91.2,93.1
"New Britain School District","High Needs",46.3,54.1,57.2,59.7,65.6
"New Britain School District","Non-High Needs",64.9,88.1,82.1,85.0,90.1
"New Canaan School District","High Needs",87.9,86.0,91.7,88.9,92.5
"New Canaan School District","Non-High Needs",98.6,98.9,98.6,99.6,100.0
"New Fairfield School District","High Needs",75.8,90.9,87.7,87.8,96.4
"New Fairfield School District","Non-High Needs",93.3,100.0,98.0,98.9,99.5
"New Haven School District","High Needs",60.1,70.0,70.6,73.8,73.9
"New Haven School District","Non-High Needs",75.7,79.5,78.8,88.6,83.5
"New London School District","High Needs",55.6,"*","*","*","*"
"New London School District","Non-High Needs",80.8,"*","*","*","*"
"New Milford School District","High Needs",67.0,77.8,67.6,71.8,74.4
"New Milford School District","Non-High Needs",92.7,95.0,94.3,96.4,98.0
"Newington School District","High Needs",65.3,74.8,78.1,80.2,85.9
"Newington School District","Non-High Needs",89.5,95.7,96.4,98.8,96.9
"Newtown School District","High Needs",82.5,83.3,77.3,81.7,75.7
"Newtown School District","Non-High Needs",95.4,96.8,97.2,99.7,99.2
"North Branford School District","High Needs",78.6,72.7,86.0,82.4,82.5
"North Branford School District","Non-High Needs",98.0,96.1,100.0,94.9,99.1
"North Haven School District","High Needs",82.0,71.8,70.0,69.4,75.3
"North Haven School District","Non-High Needs",89.0,99.1,95.8,95.3,97.6
"North Stonington School District","High Needs",77.8,66.7,92.3,94.1,78.6
"North Stonington School District","Non-High Needs",93.9,94.9,97.1,97.4,97.3
"Norwalk School District","High Needs",75.8,76.9,76.3,75.2,84.0
"Norwalk School District","Non-High Needs",90.1,93.1,94.3,95.2,96.3
"Norwich Free Academy District","High Needs",70.9,75.4,68.0,76.0,78.5
"Norwich Free Academy District","Non-High Needs",87.5,93.1,94.4,96.9,97.8
"Norwich School District","High Needs","*","*","N/A","N/A","N/A"
"Norwich School District","Non-High Needs","*","*","N/A","N/A","N/A"
"Old Saybrook School District","High Needs",64.7,84.8,90.6,80.5,83.3
"Old Saybrook School District","Non-High Needs",97.2,99.1,96.3,96.9,99.0
"Oxford School District","High Needs",81.3,65.2,91.7,81.0,69.6
"Oxford School District","Non-High Needs",96.4,96.7,98.5,98.7,98.0
"Plainfield School District","High Needs",71.8,75.3,73.0,73.0,68.8
"Plainfield School District","Non-High Needs",91.8,94.3,96.1,94.1,98.6
"Plainville School District","High Needs",74.5,83.5,80.0,78.8,80.2
"Plainville School District","Non-High Needs",92.2,98.4,94.4,97.8,96.9
"Plymouth School District","High Needs",69.2,66.7,75.0,73.2,75.9
"Plymouth School District","Non-High Needs",94.7,96.3,91.3,96.4,97.0
"Portland School District","High Needs",63.2,75.0,60.9,70.4,73.3
"Portland School District","Non-High Needs",88.5,98.4,94.3,100.0,98.4
"Putnam School District","High Needs",71.1,73.7,70.5,80.9,83.0
"Putnam School District","Non-High Needs",86.5,92.6,88.6,94.7,94.4
"Regional School District 01","High Needs",74.2,89.8,85.4,82.9,90.9
"Regional School District 01","Non-High Needs",86.0,96.7,94.1,91.9,96.3
"Regional School District 04","High Needs",64.7,85.7,85.4,93.9,90.2
"Regional School District 04","Non-High Needs",94.2,93.6,98.4,99.0,98.6
"Regional School District 05","High Needs",77.2,87.0,87.1,84.8,87.9
"Regional School District 05","Non-High Needs",94.9,98.1,97.6,98.8,98.0
"Regional School District 06","High Needs",88.5,100.0,90.5,90.9,84.2
"Regional School District 06","Non-High Needs",88.5,95.5,97.4,95.0,98.5
"Regional School District 07","High Needs",77.5,74.0,82.5,73.9,87.5
"Regional School District 07","Non-High Needs",97.6,99.4,98.1,97.6,100.0
"Regional School District 08","High Needs",55.6,70.4,78.7,81.6,75.0
"Regional School District 08","Non-High Needs",89.2,95.0,95.5,96.8,97.2
"Regional School District 09","High Needs",76.9,83.8,78.0,91.7,85.0
"Regional School District 09","Non-High Needs",99.4,99.5,97.5,97.1,98.1
"Regional School District 10","High Needs",73.9,88.2,73.2,81.4,83.9
"Regional School District 10","Non-High Needs",98.7,97.4,97.5,97.7,98.1
"Regional School District 11","High Needs","*",95.7,80.0,85.7,95.7
"Regional School District 11","Non-High Needs","*",94.7,91.7,100.0,100.0
"Regional School District 12","High Needs",85.7,80.0,65.4,80.8,89.5
"Regional School District 12","Non-High Needs",86.1,87.0,93.8,100.0,100.0
"Regional School District 13","High Needs",76.2,89.3,74.2,78.1,71.1
"Regional School District 13","Non-High Needs",95.8,99.1,99.2,98.0,100.0
"Regional School District 14","High Needs",85.3,91.2,84.8,86.4,95.2
"Regional School District 14","Non-High Needs",96.7,98.1,95.5,99.4,99.3
"Regional School District 15","High Needs",74.5,79.7,84.6,88.1,80.4
"Regional School District 15","Non-High Needs",94.3,97.0,96.9,98.9,97.9
"Regional School District 16","High Needs",65.7,82.1,68.6,77.6,84.4
"Regional School District 16","Non-High Needs",93.2,95.7,97.0,98.5,97.0
"Regional School District 17","High Needs",88.0,83.3,86.8,92.9,82.9
"Regional School District 17","Non-High Needs",93.6,96.6,99.2,100.0,100.0
"Regional School District 18","High Needs",83.3,90.5,75.0,84.6,80.0
"Regional School District 18","Non-High Needs",99.1,98.8,100.0,98.9,98.6
"Regional School District 19","High Needs",56.6,70.1,70.0,81.2,79.5
"Regional School District 19","Non-High Needs",88.7,94.3,95.8,98.1,96.2
"Ridgefield School District","High Needs",87.5,94.2,79.3,91.0,85.7
"Ridgefield School District","Non-High Needs",97.4,98.9,98.9,98.7,98.4
"Rocky Hill School District","High Needs",88.9,75.0,70.5,87.5,84.9
"Rocky Hill School District","Non-High Needs",91.2,96.3,96.2,93.0,95.1
"Seymour School District","High Needs",60.9,68.6,69.0,73.1,76.7
"Seymour School District","Non-High Needs",90.2,96.1,96.4,95.3,97.7
"Shelton School District","High Needs",70.8,74.0,72.1,76.4,86.0
"Shelton School District","Non-High Needs",92.6,96.9,98.2,97.7,98.7
"Simsbury School District","High Needs",88.2,83.8,88.3,76.8,85.7
"Simsbury School District","Non-High Needs",96.1,98.2,99.4,99.1,98.3
"Somers School District","High Needs",77.8,77.3,84.6,88.5,72.7
"Somers School District","Non-High Needs",96.9,99.2,99.2,99.0,98.1
"South Windsor School District","High Needs",73.6,78.3,80.5,78.5,76.7
"South Windsor School District","Non-High Needs",94.3,98.0,98.0,98.1,97.7
"Southington School District","High Needs",76.0,76.4,74.8,77.7,80.4
"Southington School District","Non-High Needs",93.6,97.7,96.2,98.7,98.3
"Stafford School District","High Needs",57.6,83.6,72.3,82.0,84.4
"Stafford School District","Non-High Needs",81.4,90.8,95.1,98.9,96.7
"Stamford Academy District","High Needs","*","*","*",24.6,"*"
"Stamford Academy District","Non-High Needs","*","*","*","N/A","*"
"Stamford School District","High Needs",78.2,78.4,82.5,84.0,81.9
"Stamford School District","Non-High Needs",91.9,95.4,98.0,96.8,96.9
"Stonington School District","High Needs",72.1,82.2,84.9,77.8,75.8
"Stonington School District","Non-High Needs",98.8,95.6,98.7,100.0,97.8
"Stratford School District","High Needs",80.5,76.8,80.3,86.6,86.0
"Stratford School District","Non-High Needs",93.0,95.7,97.1,96.8,98.7
"Suffield School District","High Needs",87.0,72.1,75.5,86.0,85.5
"Suffield School District","Non-High Needs",95.8,95.7,98.2,97.7,99.4
"The Bridge Academy District","High Needs","*",76.2,"*","*","*"
"The Bridge Academy District","Non-High Needs","*","N/A","*","*","*"
"The Gilbert School District","High Needs",57.1,87.2,63.0,83.0,83.3
"The Gilbert School District","Non-High Needs",89.4,94.2,87.5,93.0,97.6
"Thomaston School District","High Needs",82.9,84.2,82.9,83.3,87.5
"Thomaston School District","Non-High Needs",95.7,96.3,97.8,97.9,100.0
"Thompson School District","High Needs",65.0,64.9,77.1,84.2,84.0
"Thompson School District","Non-High Needs",94.7,96.9,98.1,95.8,97.8
"Tolland School District","High Needs",77.8,90.3,76.9,75.7,76.7
"Tolland School District","Non-High Needs",93.7,97.5,97.1,94.3,99.4
"Torrington School District","High Needs",54.7,65.8,76.7,75.8,72.8
"Torrington School District","Non-High Needs",88.8,92.9,93.8,94.8,96.2
"Trumbull School District","High Needs",93.1,89.0,92.7,84.2,90.5
"Trumbull School District","Non-High Needs",98.4,99.1,99.1,99.3,100.0
"Unified School District #1","High Needs","*","*","*","*","*"
"Unified School District #1","Non-High Needs","*","*","*","*","*"
"Unified School District #2","High Needs","*","*","*","*","*"
"Unified School District #2","Non-High Needs","*","*","*","*","*"
"Vernon School District","High Needs",64.4,69.9,69.8,65.4,74.8
"Vernon School District","Non-High Needs",89.2,90.8,92.1,96.3,93.6
"Wallingford School District","High Needs",71.7,76.2,80.4,78.5,82.6
"Wallingford School District","Non-High Needs",90.8,98.5,95.0,96.8,98.5
"Waterbury School District","High Needs",61.3,60.6,63.9,65.2,66.2
"Waterbury School District","Non-High Needs",78.0,75.4,85.9,84.5,89.9
"Waterford School District","High Needs",77.1,77.6,74.3,72.0,81.7
"Waterford School District","Non-High Needs",93.2,97.1,98.8,98.7,97.4
"Watertown School District","High Needs",67.9,78.9,65.9,79.7,71.8
"Watertown School District","Non-High Needs",92.8,96.8,96.7,98.0,97.0
"West Hartford School District","High Needs",72.5,81.3,83.2,85.3,83.7
"West Hartford School District","Non-High Needs",96.7,98.0,98.5,98.8,99.1
"West Haven School District","High Needs",57.8,66.4,63.0,69.7,73.4
"West Haven School District","Non-High Needs",78.5,83.7,89.9,82.7,88.3
"Westbrook School District","High Needs",80.0,77.8,93.3,81.3,92.9
"Westbrook School District","Non-High Needs",96.9,95.3,96.8,100.0,98.4
"Weston School District","High Needs",85.7,96.6,92.6,85.2,83.3
"Weston School District","Non-High Needs",99.4,100.0,100.0,99.3,99.3
"Westport School District","High Needs",84.4,92.5,92.1,90.0,92.9
"Westport School District","Non-High Needs",98.5,99.1,99.8,99.7,99.7
"Wethersfield School District","High Needs",73.0,77.8,65.3,77.1,78.8
"Wethersfield School District","Non-High Needs",95.9,95.3,99.5,98.6,97.8
"Wilton School District","High Needs",86.7,91.9,86.6,87.2,83.9
"Wilton School District","Non-High Needs",98.9,98.9,98.5,98.8,98.9
"Windham School District","High Needs",46.2,63.0,68.3,67.6,77.0
"Windham School District","Non-High Needs",86.7,91.3,92.9,92.7,93.3
"Windsor Locks School District","High Needs",68.6,82.3,82.5,81.7,81.3
"Windsor Locks School District","Non-High Needs",91.0,97.7,97.4,98.7,92.5
"Windsor School District","High Needs",72.0,73.5,68.6,80.7,78.5
"Windsor School District","Non-High Needs",89.0,93.1,93.0,96.8,96.4
"Wolcott School District","High Needs",78.8,88.6,82.5,88.2,92.9
"Wolcott School District","Non-High Needs",96.6,96.4,98.7,99.3,98.4
"Woodstock Academy District","High Needs",94.3,82.7,80.0,85.7,96.8
"Woodstock Academy District","Non-High Needs",94.3,98.3,97.5,97.0,98.8

